PMID,titre,date,note,resume,journal,lien_journal
39614879,Diagnostic stewardship and dermatology consultation in cellulitis management: a systematic literature review and meta-analysis.,11/2024,0.608,"Cellulitis is a common skin infection often requiring antibiotic treatment. However, misdiagnosis and inappropriate antibiotic use contribute to antibiotic resistance and healthcare costs. We aimed to evaluate the impact of dermatology consultation on treatment modification in patients with suspected cellulitis and to determine whether dermatologists' evaluation can be used as a reference to diagnose suspected cellulitis. We explored MedLine (PubMed), Cumulative Index to Nursing and Allied Health Literature (CINAHL), Cochrane CENTRAL, Web of Science, and Scopus and Embase, including publications from database inception to July 25, 2023. Studies were included if they evaluated treatment modifications involving the use of antibiotics for patients with suspected cellulitis with and without dermatology consultation. We excluded comments or reviews, pilot studies, and studies without a non-dermatology control group, treatment modifications, the use of antibiotics, or patients with cellulitis. Of the 49 full-text articles, 14 studies met the selection criteria.This systematic literature review was conducted according to the Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) statement and Meta-analysis of Observational Studies in Epidemiology (MOOSE) guidelines. Of five independent reviewers (GYC, IP, MG, MKH, and AMRP), two abstracted data for each article using a standardized abstraction form. We used the Downs and Black scale to evaluate study quality. Subgroup analysis was conducted regarding readmission rate within 30 days for two independent populations seen by a non-dermatologist physician or a dermatologist. We employed random-effects models to obtain pooled mean differences. Heterogeneity was assessed using the I-squared value. The impact of dermatology consultation on treatment modification involving antibiotics in patients with suspected cellulitis and readmission rates in 30 days. Dermatology consultation changed initial treatment plans involving antibiotics from 47 to 96% of the time, improving diagnostic accuracy and, consequently, antibiotic stewardship of cellulitis. Dermatology consultation was not significantly associated with lower readmission rates in 30 days (pooled OR = 0.56, 95% CI: 0.25 to 1.25, I2 = 0%). Dermatology consultation in patients with suspected cellulitis may improve diagnosis and management, thereby reducing antibiotic misuse, unnecessary tests, and prolonged hospitalizations.",Archives of dermatological research,https://doi.org/10.1007/s00403-024-03515-x
39508500,A Systematic Review of 207 Studies Describing Validation Aspects of the Dermatology Life Quality Index.,11/2024,0.608,"This study systematically analysed peer-reviewed publications describing validation aspects of the Dermatology Life Quality Index (DLQI) and used Naicker's Critically Appraising for Antiracism Tool to assess risk of racial bias. Seven online databases were searched from 1994 until 2022 for articles containing DLQI validation data. Methodology followed PRISMA guidelines, the protocol was registered in PROSPERO, and articles reviewed independently by two assessors. Of 1,717 screened publications, 207 articles including 58,828 patients from >  49 different countries and 41 diseases met the inclusion criteria. The DLQI demonstrated strong test-retest reliability; 43 studies confirmed good internal consistency. Twelve studies were performed using anchors to assess change responsiveness with effect sizes from small to large, giving confidence that the DLQI responds appropriately to change. Forty-two studies tested known-groups validity, providing confidence in construct and use of the DLQI over many parameters, including disease severity, anxiety, depression, stigma, scarring, well-being, sexual function, disease location and duration. DLQI correlation was demonstrated with 119 Patient Reported Outcomes/Quality of Life measures in 207 studies. Only 15% of studies explicitly recruited minority ethnic participants; 3.9% stratified results by race/ethnicity. This review summarizes knowledge concerning DLQI validation, confirms many strengths of the DLQI and identifies areas for further validation.",Acta dermato-venereologica,https://doi.org/10.2340/actadv.v104.41120
40075376,Mentorship in surgical training; a systematic scoping review to inform a mentorship framework for ophthalmology trainees.,3/2025,0.643,"BACKGROUND: Mentorship plays a vital role in surgical training. In the field of ophthalmology, effective mentorship is particularly critical due to the specialised nature of surgeries and the need for comprehensive skill development. However, the landscape of mentorship remains underexplored. Understanding key characteristics and components of effective mentorship is essential for optimising training and ensuring the success of future generations of surgeons. This scoping review aims to analyse existing literature on mentorship in surgical training and to employ Levac et al.'s enhanced methodological framework to construct a conceptual framework for a bespoke mentorship programme tailored to the needs of ophthalmology trainees. METHODS: The search strategy adhered to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines and included relevant databases such as MEDLINE, Scopus, CINAHL Complete, ERIC, EMBASE, and the Cochrane Library. Selection criteria encompassed studies exploring mentorship experiences, perceptions, and outcomes across all surgical training domains. A two-step screening process was employed, followed by thematic analysis using Braun and Clarke's approach. The Medical Education Research Study Quality Instrument (MERSQI) assessed study quality. RESULTS: Of the 81 identified articles, 24 were included in the review, with an average MERSQI score of 11.65. Studies comprised randomised controlled trials, systematic reviews, cohort, cross-sectional studies, and reviews. The thematic analysis identified five domains: (1) mentorship and burnout; (2) surgical skill and performance; (3) career paths and professional development; (4) diversity promotion; and (5) work-life balance. CONCLUSIONS: This review underscores the significance of mentorship in surgical training and proposes a conceptual framework tailored to ophthalmology trainees. By synthesising existing literature and through author engagement with relevant training bodies, the study contributes to the development of an imminent mentoring programme, aiming to enhance surgical training outcomes and foster trainee well-being and professional growth.",BMC medical education,https://doi.org/10.1186/s12909-025-06901-9
40050882,A comparative study of irrigation techniques and the development of a self-serve training model for ophthalmology residents.,3/2025,0.693,"BACKGROUND: Lacrimal irrigation is a fundamental skill for diagnosing and managing lacrimal diseases. This study evaluates two lacrimal irrigation techniques and introduces a haptic-visual integrated self-serve training model to enhance skill acquisition among novice ophthalmology residents. METHODS: Ninety-two ophthalmology residents were randomized into Group A (n = 47) and Group B (n = 45). Both groups completed an 8-hour training program comprising theoretical instruction, demonstrations, and hands-on practice. Group A provided feedback to refine the training model, which was subsequently implemented in Group B1 (n = 23), while Group B2 (n = 22) served as the control. Outcomes were assessed through skill evaluations and post-training questionnaires measuring confidence scores and perceived efficacy. RESULTS: In Group A, 70.2% of participants preferred Technique 1 for its perceived ease of use, while 29.8% favored Technique 2 for pressurized irrigation scenarios (p < 0.05). Key barriers to proficiency included the absence of suitable training models (63.8%) and psychological anxiety (25.5%). In Group B, participants using the training model (Group B1) demonstrated significantly higher confidence scores compared to Group B2 (8.4 +/- 1.2 vs. 6.1 +/- 1.5, p < 0.05). Although skill assessment scores showed a positive trend in Group B1 (80.7 +/- 8.3 vs. 76.8 +/- 9.1), the difference was not statistically significant (p > 0.05). CONCLUSION: Both lacrimal irrigation techniques are equally accessible to novices, with Technique 2 offering advantages in pressurized irrigation. The self-serve training model significantly enhances procedural confidence and addresses critical training barriers, including resource limitations and psychological safety. Future studies should validate these findings in larger cohorts and refine the model to incorporate enhanced simulation techniques and dynamic physiological feedback.",BMC medical education,https://doi.org/10.1186/s12909-025-06889-2
38564282,"A Comparative Study of Large Language Models, Human Experts, and Expert-Edited Large Language Models to Neuro-Ophthalmology Questions.",3/2025,0.695,"BACKGROUND: While large language models (LLMs) are increasingly used in medicine, their effectiveness compared with human experts remains unclear. This study evaluates the quality and empathy of Expert + AI, human experts, and LLM responses in neuro-ophthalmology. METHODS: This randomized, masked, multicenter cross-sectional study was conducted from June to July 2023. We randomly assigned 21 neuro-ophthalmology questions to 13 experts. Each expert provided an answer and then edited a ChatGPT-4-generated response, timing both tasks. In addition, 5 LLMs (ChatGPT-3.5, ChatGPT-4, Claude 2, Bing, Bard) generated responses. Anonymized and randomized responses from Expert + AI, human experts, and LLMs were evaluated by the remaining 12 experts. The main outcome was the mean score for quality and empathy, rated on a 1-5 scale. RESULTS: Significant differences existed between response types for both quality and empathy ( P < 0.0001, P < 0.0001). For quality, Expert + AI (4.16 +/- 0.81) performed the best, followed by GPT-4 (4.04 +/- 0.92), GPT-3.5 (3.99 +/- 0.87), Claude (3.6 +/- 1.09), Expert (3.56 +/- 1.01), Bard (3.5 +/- 1.15), and Bing (3.04 +/- 1.12). For empathy, Expert + AI (3.63 +/- 0.87) had the highest score, followed by GPT-4 (3.6 +/- 0.88), Bard (3.54 +/- 0.89), GPT-3.5 (3.5 +/- 0.83), Bing (3.27 +/- 1.03), Expert (3.26 +/- 1.08), and Claude (3.11 +/- 0.78). For quality ( P < 0.0001) and empathy ( P = 0.002), Expert + AI performed better than Expert. Time taken for expert-created and expert-edited LLM responses was similar ( P = 0.75). CONCLUSIONS: Expert-edited LLM responses had the highest expert-determined ratings of quality and empathy warranting further exploration of their potential benefits in clinical settings.",Journal of neuro-ophthalmology : the official journal of the North American Neuro-Ophthalmology Society,https://doi.org/10.1097/WNO.0000000000002145
39111520,Artificial Intelligence and Ophthalmic Clinical Registries.,12/2024,0.616,"PURPOSE: The recent advances in artificial intelligence (AI) represent a promising solution to increasing clinical demand and ever limited health resources. Whilst powerful, AI models require vast amounts of representative training data to output meaningful predictions in the clinical environment. Clinical registries represent a promising source of large volume real-world data which could be used to train more accurate and widely applicable AI models. This review aims to provide an overview of the current applications of AI to ophthalmic clinical registry data. DESIGN AND METHODS: A systematic search of EMBASE, Medline, PubMed, Scopus and Web of Science for primary research articles that applied AI to ophthalmic clinical registry data was conducted in July 2024. RESULTS: Twenty-three primary research articles applying AI to ophthalmic clinic registries (n = 14) were found. Registries were primarily defined by the condition captured and the most common conditions where AI was applied were glaucoma (n = 3) and neovascular age-related macular degeneration (n = 3). Tabular clinical data was the most common form of input into AI algorithms and outputs were primarily classifiers (n = 8, 40%) and risk quantifier models (n = 7, 35%). The AI algorithms applied were almost exclusively supervised conventional machine learning models (n = 39, 85%) such as decision tree classifiers and logistic regression, with only 7 applications of deep learning or natural language processing algorithms. Significant heterogeneity was found with regards to model validation methodology and measures of performance. CONCLUSIONS: Limited applications of deep learning algorithms to clinical registry data have been reported. The lack of standardized validation methodology and heterogeneity of performance outcome reporting suggests that the application of AI to clinical registries is still in its infancy constrained by the poor accessibility of registry data and reflecting the need for a standardization of methodology and greater involvement of domain experts in the future development of clinically deployable AI.",American journal of ophthalmology,https://doi.org/10.1016/j.ajo.2024.07.039
40050016,Multi-institutional exploration of pediatric residents' perspectives on anti-racism curricula: a qualitative study.,12/2025,0.553,"BACKGROUND: Anti-racism curricula are increasingly being recognized as an integral component of medical education. To our knowledge, there has not yet been a publication exploring resident perspectives from multiple institutions and explicitly representing both underrepresented in medicine (UIM) and non-UIM perspectives. OBJECTIVE: To explore and compare UIM and non-UIM pediatric residents' perspectives on the content and qualities of meaningful anti-racism curricula. METHODS: We performed an IRB-approved multi-institutional, qualitative study that incorporated Sotto-Santiago et al's conceptual framework for anti-racism education. Between February and May 2021, we conducted focus groups of UIM and non-UIM pediatric residents at three large residency programs in the United States. We developed focus group guides using literature review, expert consensus, feedback from study team racial equity experts, and piloting. Focus groups were conducted virtually, audio-recorded, and transcribed verbatim. We employed thematic analysis to code transcripts, create categories, and develop themes until we reached thematic sufficiency. We completed member checking to ensure trustworthiness of themes. RESULTS: Forty residents participated (19 UIM and 21 non-UIM) in a total of six focus groups. We identified 7 themes, summarized as: 1) racism in medicine is pervasive, therefore (2) anti-racism education is critical to the development of competent physicians, and 3) education should extend to all healthcare providers. 4) Residents desired education focused on action-oriented strategies to advance anti-racism, 5) taught by those with both learned and lived experiences with racism, 6) in a psychologically safe space for UIM residents, and 7) with adequate time and financial resources for successful implementation and engagement. CONCLUSION: Our multi-institutional study affirms the need for pediatric resident anti-racism education, promotes co-creation as a method to affect culture change, and provides practical strategies for curricular design and implementation.",Medical education online,https://doi.org/10.1080/10872981.2025.2474134
39934466,Evidence certainty in neonatology-a meta-epidemiological analysis of Cochrane reviews.,2/2025,0.634,"We hypothesized that certainty of the available evidence is relatively low in neonatology. Thus, we designed a meta-epidemiological review to examine what is the certainty of evidence in the latest Cochrane neonatal reviews and investigate if the number of trials and enrolled patients is associated with the certainty of evidence. We searched Cochrane neonatal reviews published between January 2022 and May 2024. We included all reviews on interventions concerning neonates that had at least one meta-analysis performed with GRADE-rated evidence certainty. From those reviews, we extracted the presented certainty of evidence and analyzed its association with the number of trials and participants by ANOVA. We screened 55 Cochrane reviews and included 49 of them. In these 49 reviews, there were 443 reported outcomes with graded certainty of evidence. The certainty was reported to be high in 8 (1.8%), moderate in 89 (20.2%), low in 195 (44.0%), and very low in 151 (34%) of the outcomes. Reviews reporting outcomes with higher certainty of evidence had significantly more trials and patients (approximately 3 and 1.5 times more, respectively) than those with only low certainty of evidence. CONCLUSION: In the past 2 years, Cochrane neonatal reviews have generally had low or very low certainty of evidence for most outcomes. Only 2% of the reviewed outcomes had high certainty. The number of included patients and trials significantly affected the certainty. These findings highlight the continuous need for better quality and larger trials. WHAT IS KNOWN: * Neonatology is among the largest specialities and the evidence certainties of interventions have been varying. * Neonatal patients and studies need to consider the uniqueness of the patients and the acute situations in the study designs. WHAT IS NEW: * The included 49 reviews consisted of 443 outcomes and of these only 1.8% were classified as high certainty of evidence. * Higher evidence certainties were associated with higher number of included trials and participants.",European journal of pediatrics,https://doi.org/10.1007/s00431-025-06023-w
39748413,"Comparative effectiveness of various teaching modes, including PBL, CBL, and CTTM in paediatric medical education with combined online and offline approaches.",1/2025,0.675,"OBJECTIVE: To explore the differences in the effectiveness of various teaching methods combining online and offline modes in paediatric medical education. METHODS: Fourth-year medical paediatric students at our university in 2020 were randomly divided into three groups: a control group, experimental group 1, and experimental group 2, with 30 students in each group. The control group received traditional teaching, experimental group 1 received a combination of online and offline teaching using two methods simultaneously, and experimental group 2, in addition to the methods used in experimental group 1, engaged in real-case teaching in the ward. The teaching outcomes were evaluated through theoretical exams, clinical skills assessments, and questionnaires. RESULTS: Experimental groups 1 and 2 were superior to the control group concerning theoretical examination and overall scores (P < 0.05). Experimental group 2 was superior to experimental group 1 and the control group in clinical skills examination scores (P < 0.05). The satisfaction rate for the questionnaire was highest in experimental group 2 (P < 0.05). CONCLUSION: The combined use of various teaching methods with online and offline modes is more effective than using traditional teaching methods only in paediatric education. It enhances the overall competence of paediatric students, especially in terms of improving clinical skills, and is well-received by both students and teachers.",BMC medical education,https://doi.org/10.1186/s12909-024-06267-4
40088784,Combining non-targeted high resolution mass spectrometry with effect-directed analysis to identify contaminants of emerging concern in the field of ecotoxicology: A systematic quantitative literature review.,4/2025,0.653,"Methods for measuring environmental toxicity and identifying chemical toxicity drivers using non-targeted analysis (NTA) were reviewed in this systematic quantitative literature review. Effect-directed analysis (EDA) was used to assess sample toxicity and prioritise NTA sample analysis. The most common bioassays performed were estrogen, androgen and aryl hydrocarbon receptor assays, with many studies using test batteries. Across the 95 studies in this review, the toxicity could be explained (>75 %) for eight studies, four studies had toxicity endpoints explained and unexplained, and 38 studies had unexplained (<75 %) toxicity. The addition of NTA allowed for toxicity to be explained with a median of 47 % for TOX(non-target) studies and 34 % for TOX(target+non-target), far higher than the 13 % median for TOX(target) studies within this review. The outcomes of identification were affected by method factors including sample extraction, chromatography method, data acquisition and data processing. Method factors with the biggest potential to introduce selection bias were sample extraction and chromatography technique. These factors were characterised by a high representation of reverse phase liquid chromatography contributing to the selective exclusion of polar, highly polar and ionic compounds from sample analysis. This reduces compound identification and excludes unknown chemical contaminants from analysis. Not all studies reported the explained toxicity contribution of identified compounds, however it was evident that many compound features could not be identified using NTA processing software. There were severe limitations for liquid chromatography data compared to gas chromatography data with insufficient spectral library databases for spectra matching. This bottleneck is partially solved through the rise in in silico and retention time prediction software. Future work, including increasing spectral databases for liquid chromatography, use of less biased chromatography and sample preparation techniques and inclusion of EDA-NTA into risk assessment frameworks, will allow for better toxicity assessment of emerging contaminants.",The Science of the total environment,https://doi.org/10.1016/j.scitotenv.2025.179122
39454772,Impacts of micro/nano plastics on the ecotoxicological effects of antibiotics in agricultural soil: A comprehensive study based on meta-analysis and machine learning prediction.,12/2024,0.616,"Micro/nano plastics (M/NPs) and antibiotics, as widely coexisting pollutants in environment, pose serious threats to soil ecosystem. The purpose of this study was to systematically evaluate the ecological effects of the co-exposure of M/NPs and antibiotics on soil organisms through the meta-analysis and machine learning prediction. Totally, 1002 data set from 38 articles were studied. The co-exposure of M/NPs significantly promoted the abundance (62.68 %) and migration level (55.22 %) of antibiotic contamination in soil, and caused serious biotoxicity to plants (-12.31 %), animals (-12.03 %), and microorganisms (35.07 %). Using 10 variables, such as risk response categories, basic physicochemical properties, exposure objects, and exposure time of M/NPs, as data sources, Random Forests (RF) and eXtreme Gradient Boosting (XGBoost) models were developed to predict the impacts of M/NPs on the ecotoxicological effects of antibiotics in agricultural soil. The effective R(2) values (0.58 and 0.60, respectively) indicated that both models can be used to predict the future ecological risk of M/NPs and antibiotics coexistence in soil. Particle size (13.54 %), concentration (5.02 %), and type (11.18 %) of M/NPs were the key characteristic parameters that affected the prediction results. The findings of this study indicate that the co-exposure of M/NPs and antibiotics in soil not only exacerbates antibiotic contamination levels but also causes severe toxic effects to soil organism. Furthermore, this study provides an effective approach for ecological risk assessment of the coexistence of M/NPs and antibiotics in environment.",The Science of the total environment,https://doi.org/10.1016/j.scitotenv.2024.177076
39316471,Critical Evaluation and Meta-Analysis of Ecotoxicological Data on Per- and Polyfluoroalkyl Substances (PFAS) in Freshwater Species.,10/2024,0.6,"Despite the increasing concern regarding the ecological risks posed by per- and polyfluoroalkyl substances (PFAS), a lack of comprehensive understanding of their actual ecotoxicity remains. Through a meticulous examination of 91 peer-reviewed studies investigating effects at a population level and constructing probabilistic species sensitivity distributions (PSSDs), we present a state-of-the-science hazard assessment of PFAS in freshwater species. Using data subsets containing suboptimal data led to an overestimation of the predicted no-effect concentrations (PNECs) of PFAS. We report PNECs of perfluoroalkyl carboxylic acids (PFCAs) and perfluoroalkyl sulfonates (PFSAs) in freshwater to be 4.8-2000 mug/L and 0.4-8.9 mug/L, respectively, derived from high-quality data. Statistical analyses revealed that both functional groups and carbon chain length significantly influenced (p < 0.05) the variations in toxicity observed among different PFAS. This study underscores the importance of obtaining high-quality PFAS ecotoxicity data to comprehend associated hazards. The PNECs of PFAS derived in this study are higher compared to those of micro/nanoplastics and persistent organic pollutants. Our research offers valuable insights into prioritizing the regulation of more toxic PFAS.",Environmental science & technology,https://doi.org/10.1021/acs.est.4c04818
40121061,AGA Living Clinical Practice Guideline on Computer-Aided Detection-Assisted Colonoscopy.,4/2025,0.653,"BACKGROUND & AIMS: This American Gastroenterological Association (AGA) guideline is intended to provide an overview of the evidence and support endoscopists and patients on the use of computer-aided detection (CADe) systems for the detection of colorectal polyps during colonoscopy. METHODS: A multidisciplinary panel of content experts and guideline methodologists used the Grading of Recommendations Assessment, Development and Evaluation framework and relied on the following sources of evidence: (1) a systematic review examining the desirable and undesirable effects (ie, benefits and harms) of CADe-assisted colonoscopy, (2) a microsimulation study estimating the effects of CADe on longer-term patient-important outcomes, (3) a systematic search of evidence evaluating the values and preferences of patients undergoing colonoscopy, and (4) a systematic review of studies evaluating health care providers' trust in artificial intelligence technology in gastroenterology. RESULTS: The panel reached the conclusion that no recommendation could be made for or against the use of CADe-assisted colonoscopy in light of very low certainty of evidence for the critical outcomes, desirable and undesirable (11 fewer colorectal cancers per 10,000 individuals and 2 fewer colorectal cancer deaths per 10,000 individuals), increased burden of more intensive surveillance colonoscopies (635 more per 10,000 individuals), and cost and resource implications. The panel acknowledged the 8% (95% CI, 6%-10%) increase in adenoma detection rate and 2% (95% CI, 0%-4%) increase in advanced adenoma and/or sessile serrated lesion detection rate. CONCLUSIONS: This guideline highlights the close tradeoff between desirable and undesirable effects and the limitations in the current evidence to support a recommendation. The panel acknowledged the potential for CADe to continually improve as an iterative artificial intelligence application. Ongoing publications providing evidence for critical outcomes will help inform a future recommendation.",Gastroenterology,https://doi.org/10.1053/j.gastro.2025.01.002
39915703,A foundation systematic review of natural language processing applied to gastroenterology & hepatology.,2/2025,0.634,"OBJECTIVE: This review assesses the progress of NLP in gastroenterology to date, grades the robustness of the methodology, exposes the field to a new generation of authors, and highlights opportunities for future research. DESIGN: Seven scholarly databases (ACM Digital Library, Arxiv, Embase, IEEE Explore, Pubmed, Scopus and Google Scholar) were searched for studies published between 2015 and 2023 that met the inclusion criteria. Studies lacking a description of appropriate validation or NLP methods were excluded, as were studies ufinavailable in English, those focused on non-gastrointestinal diseases and those that were duplicates. Two independent reviewers extracted study information, clinical/algorithm details, and relevant outcome data. Methodological quality and bias risks were appraised using a checklist of quality indicators for NLP studies. RESULTS: Fifty-three studies were identified utilising NLP in endoscopy, inflammatory bowel disease, gastrointestinal bleeding, liver and pancreatic disease. Colonoscopy was the focus of 21 (38.9%) studies; 13 (24.1%) focused on liver disease, 7 (13.0%) on inflammatory bowel disease, 4 (7.4%) on gastroscopy, 4 (7.4%) on pancreatic disease and 2 (3.7%) on endoscopic sedation/ERCP and gastrointestinal bleeding. Only 30 (56.6%) of the studies reported patient demographics, and only 13 (24.5%) had a low risk of validation bias. Thirty-five (66%) studies mentioned generalisability, but only 5 (9.4%) mentioned explainability or shared code/models. CONCLUSION: NLP can unlock substantial clinical information from free-text notes stored in EPRs and is already being used, particularly to interpret colonoscopy and radiology reports. However, the models we have thus far lack transparency, leading to duplication, bias, and doubts about generalisability. Therefore, greater clinical engagement, collaboration, and open sharing of appropriate datasets and code are needed.",BMC gastroenterology,https://doi.org/10.1186/s12876-025-03608-5
39705703,Large Language Models in Gastroenterology: Systematic Review.,12/2024,0.616,"BACKGROUND: As health care continues to evolve with technological advancements, the integration of artificial intelligence into clinical practices has shown promising potential to enhance patient care and operational efficiency. Among the forefront of these innovations are large language models (LLMs), a subset of artificial intelligence designed to understand, generate, and interact with human language at an unprecedented scale. OBJECTIVE: This systematic review describes the role of LLMs in improving diagnostic accuracy, automating documentation, and advancing specialist education and patient engagement within the field of gastroenterology and gastrointestinal endoscopy. METHODS: Core databases including MEDLINE through PubMed, Embase, and Cochrane Central registry were searched using keywords related to LLMs (from inception to April 2024). Studies were included if they satisfied the following criteria: (1) any type of studies that investigated the potential role of LLMs in the field of gastrointestinal endoscopy or gastroenterology, (2) studies published in English, and (3) studies in full-text format. The exclusion criteria were as follows: (1) studies that did not report the potential role of LLMs in the field of gastrointestinal endoscopy or gastroenterology, (2) case reports and review papers, (3) ineligible research objects (eg, animals or basic research), and (4) insufficient data regarding the potential role of LLMs. Risk of Bias in Non-Randomized Studies-of Interventions was used to evaluate the quality of the identified studies. RESULTS: Overall, 21 studies on the potential role of LLMs in gastrointestinal disorders were included in the systematic review, and narrative synthesis was done because of heterogeneity in the specified aims and methodology in each included study. The overall risk of bias was low in 5 studies and moderate in 16 studies. The ability of LLMs to spread general medical information, offer advice for consultations, generate procedure reports automatically, or draw conclusions about the presumptive diagnosis of complex medical illnesses was demonstrated by the systematic review. Despite promising benefits, such as increased efficiency and improved patient outcomes, challenges related to data privacy, accuracy, and interdisciplinary collaboration remain. CONCLUSIONS: We highlight the importance of navigating these challenges to fully leverage LLMs in transforming gastrointestinal endoscopy practices. TRIAL REGISTRATION: PROSPERO 581772; https://www.crd.york.ac.uk/prospero/.",Journal of medical Internet research,https://doi.org/10.2196/66648
38664166,Improving Patient Information and Enhanced Consent in Urology: The Impact of Simulation and Multimedia Tools. A Systematic Literature Review from the European Association of Urology Patient Office.,11/2024,0.608,"BACKGROUND AND OBJECTIVE: Discussions surrounding urological diagnoses and planned procedures can be challenging, and patients might experience difficulty in understanding the medical language, even when shown radiological imaging or drawings. With the introduction of virtual reality and simulation, informed consent could be enhanced by audiovisual content and interactive platforms. Our aim was to assess the role of enhanced consent in the field of urology. METHODS: A systematic review of the literature was performed in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) guidelines, using informed consent, simulation, and virtual reality in urology as the search terms. All original articles were screened. KEY FINDINGS AND LIMITATIONS: Thirteen original studies were included in the review. The overall quality of these studies was deemed good according to the Newcastle-Ottawa Scale. The studies analysed the application of different modalities for enhanced consent: 3D printed or digital models, audio visual multimedia contents, virtual simulation of procedures and interactive navigable apps. Published studies agreed upon a significantly improved effect on patient understanding of the diagnosis, including basic anatomical details, and surgery-related issues such as the aim, steps and the risks connected to the planned intervention. Patient satisfaction was unanimously reported as improved as a result of enhanced consent. CONCLUSIONS AND CLINICAL IMPLICATIONS: Simulation and multimedia tools are extremely valuable for improving patients' understanding of and satisfaction with urological procedures. Widespread application of enhanced consent would represent a milestone for patient-urologist communication.",European urology,https://doi.org/10.1016/j.eururo.2024.04.009
39921247,CARAvELA - Competency in Anaesthesiology - self-Reported Assessment on European Learning Aims: a national survey.,12/2025,0.553,"INTRODUCTION: Competency-based teaching is the preferred approach for anaesthesia training, however, limited data exists on Portuguese residents' exposure to essential competencies. This study aimed to evaluate their daily exposure to seven selected competencies from the 2022 European Training Requirements (ETR). METHODS: A cross-sectional survey was conducted amongst 350 Portuguese anaesthesia residents, throughout a 10 working day period, using a questionnaire with 170 questions. Participants were on either anaesthesia or intensive care unit rotation. Demographic data and scores of exposures to selected competencies were gathered. Statistical analyses included descriptive statistics, comparison of means and a Linear Mixed Model using the restricted maximum likelihood estimation method. The significance threshold was set at p < 0.05. RESULTS: Regarding ETR competency exposure, no statistical differences were found based on gender. Residents reported statistically significant higher levels of exposure to competencies while in anaesthesia rotations, except for lung, cardiac and Point-of Care ultrasound. Apart from ultrasound and academic research activities, the maximum exposure level was attained only during anaesthesia rotations. There was no reported exposure to airway ultrasound in any rotation. Exposure to academic research activities, in a scale from 0 to 5, was on average below one. The average reported values for direct patient communication were the highest. As expected, the fifth-year residents reported overall higher scores. Residents from the North reported lower scores for general anaesthesia maintenance, peripheral regional anaesthesia, airway intubation and ventilation management, but higher scores of exposures to academic research activities. DISCUSSION: Adopting a national logbook, formative regular assessment, supporting the trainers as well as strategies to improve competencies in academic research activities and ultrasound training are recommendations to improve the Portuguese training curricula. CONCLUSION: Addressing the gaps between expected and monitored competencies contributes to the advancement of anaesthesiology training. The survey drew attention to the ETR among the residents. TRIAL REGISTRATION: Not applicable - registered on OSF Registries.",Medical education online,https://doi.org/10.1080/10872981.2025.2463483
38895970,"Optimizing accrual to a large-scale, clinically integrated randomized trial in anesthesiology: A 2-year analysis of recruitment.",2/2025,0.684,"BACKGROUND: Performing large randomized trials in anesthesiology is often challenging and costly. The clinically integrated randomized trial is characterized by simplified logistics embedded into routine clinical practice, enabling ease and efficiency of recruitment, offering an opportunity for clinicians to conduct large, high-quality randomized trials under low cost. Our aims were to (1) demonstrate the feasibility of the clinically integrated trial design in a high-volume anesthesiology practice and (2) assess whether trial quality improvement interventions led to more balanced accrual among study arms and improved trial compliance over time. METHODS: This is an interim analysis of recruitment to a cluster-randomized trial investigating three nerve block approaches for mastectomy with immediate implant-based reconstruction: paravertebral block (arm 1), paravertebral plus interpectoral plane blocks (arm 2), and serratus anterior plane plus interpectoral plane blocks (arm 3). We monitored accrual and consent rates, clinician compliance with the randomized treatment, and availability of outcome data. Assessment after the initial year of implementation showed a slight imbalance in study arms suggesting areas for improvement in trial compliance. Specific improvement interventions included increasing the frequency of communication with the consenting staff and providing direct feedback to clinician investigators about their individual recruitment patterns. We assessed overall accrual rates and tested for differences in accrual, consent, and compliance rates pre- and post-improvement interventions. RESULTS: Overall recruitment was extremely high, accruing close to 90% of the eligible population. In the pre-intervention period, there was evidence of bias in the proportion of patients being accrued and receiving the monthly block, with higher rates in arm 3 (90%) compared to arms 1 (81%) and 2 (79%, p = 0.021). In contrast, in the post-intervention period, there was no statistically significant difference between groups (p = 0.8). Eligible for randomization rate increased from 89% in the pre-intervention period to 95% in the post-intervention period (difference 5.7%; 95% confidence interval = 2.2%-9.4%, p = 0.002). Consent rate increased from 95% to 98% (difference of 3.7%; 95% confidence interval = 1.1%-6.3%; p = 0.004). Compliance with the randomized nerve block approach was maintained at close to 100% and availability of primary outcome data was 100%. CONCLUSION: The clinically integrated randomized trial design enables rapid trial accrual with a high participant compliance rate in a high-volume anesthesiology practice. Continuous monitoring of accrual, consent, and compliance rates is necessary to maintain and improve trial conduct and reduce potential biases. This trial methodology serves as a template for the implementation of other large, low-cost randomized trials in anesthesiology.","Clinical trials (London, England)",https://doi.org/10.1177/17407745241255087
